Name,Datum,Spieldauer,Schwierigkeitsgrad,Typ,Altersempfehlung,Glücksfaktor,Rating
Carcassonne,2025-04-20,kurz,2,Familie,10+,kein Glück,3
Wächter von Windhain,2024-06-09,lang,4,Strategie,12+,mittel,4
Terraforming Mars,2023-12-27,lang,5,Strategie,12+,sehr hoch,3
Catan,2022-03-26,k,2,Strategie,12+,sehr hoch,4
Hanabi,2021-11-29,mittel,1,Kooperativ,12+,kein Glück,3
Obsthain,2023-10-26,lang,2,Kinder,6+,kein Glück,1
Zug um Zug,2024-01-21,lang,3,Familie,6+,kein Glück,2
Tapestry,2025-03-21,kurz,5,Strategie,12+,gering,2
Pixhagen: Das Spiel,2023-06-01,kurz,4,Strategie,12+,mittel,2
Wingspan Asia,2024-09-12,lang,2,Familie,6+,mittel,2
Viticulture,2025-06-01,kurz,3,Strategie,16+,sehr hoch,5
Hanabi,2024-12-16,lang,5,Kooperativ,6+,sehr hoch,3
Great Western Trail,2025-01-29,kurz,4,Strategie,12+,gering,4
Burgenschlacht 3000,2024-10-19,kurz,3,Strategie,12+,kein Glück,4
Project L,2024-10-19,lang,5,Strategie,16+,mittel,4
The Mind,2024-05-04,kurz,2,Party,10+,kein Glück,3
Die Drachen von Morag,2023-08-16,mittel,2,Kooperativ,12+,gering,4
Stadt der flüsternden Uhren,2023-12-08,lang,2,Strategie,16+,kein Glück,3
Turbokekse,2022-04-28,lang,1,Kinder,6+,kein Glück,2
Oath,2024-03-05,lang,5,Strategie,12+,mittel,3
Agricola,2023-09-29,mittel,3,Strategie,16+,gering,2
Gloomhaven,2025-04-07,k,4,,6+,gering,5
Hanabi,2023-05-29,lang,5,Kooperativ,6+,gering,4
Carcassonne,2025-03-08,lang,1,Familie,6+,sehr hoch,2
Burgenschlacht 3000,2022-07-14,lang,4,Strategie,16+,gering,3
Root,2024-03-15,mittel,3,Strategie,12+,sehr hoch,5
Klapperknochen-Kapitäne,2024-11-14,kurz,1,Kinder,6+,sehr hoch,1
Mysterium,2025-04-21,mittel,3,Kooperativ,16+,gering,5
Catan,2023-07-11,lang,1,Strategie,16+,kein Glück,3
Agricola,2022-03-18,kurz,5,Strategie,16+,sehr hoch,5
Wurzelwerk,2025-05-16,kurz,4,Strategie,12+,sehr hoch,2
Spirit Island,2024-10-21,kurz,3,Kooperativ,6+,hoch,2
Great Western Trail,2024-10-05,lang,2,Strategie,16+,sehr hoch,2
Red Cathedral,2024-02-12,lang,5,Strategie,16+,sehr hoch,5
Broom Service,2025-03-13,kurz,1,Familie,6+,gering,1
Pixhagen: Das Spiel,2023-06-19,mittel,5,Strategie,12+,hoch,4
Dominion,2023-11-21,mittel,2,Strategie,12+,sehr hoch,2
Obsthain,2023-07-17,mittel,1,Kinder,6+,kein Glück,2
Clank!,2023-01-06,mittel,1,Strategie,12+,kein Glück,4
Wingspan Asia,2025-06-30,kurz,3,Familie,10+,sehr hoch,2
Tintenfuchs,2024-04-04,lang,1,Kinder,6+,hoch,1
Codenames,2025-06-27,lang,4,Party,6+,sehr hoch,4
Wimmelwald,2024-11-27,kurz,1,Familie,6+,hoch,4
Cartographers,2024-09-13,lang,3,Strategie,16+,mittel,2
Die Farben von Fjorin,2024-12-18,lang,5,Strategie,16+,sehr hoch,4
Tollhaus Taktik,2025-05-21,lang,2,Party,6+,hoch,2
Res Arcana,2023-11-20,kurz,1,Strategie,16+,kein Glück,3
Railroad Ink,2025-03-17,kurz,1,Familie,6+,mittel,3
Wimmelwald,2024-02-12,kurz,1,Familie,10+,mittel,3
Arche Nova,2022-10-22,kurz,4,Strategie,12+,mittel,5
Planet Unknown,2023-08-16,kurz,1,Strategie,16+,kein Glück,4
Meadow,2024-07-01,lang,3,Familie,6+,sehr hoch,3
Die Crew,2025-05-08,lang,2,Kooperativ,6+,kein Glück,4
Hadara,2023-09-11,kurz,5,Strategie,12+,hoch,2
Kaktuskarneval,2021-05-30,lang,1,Party,6+,sehr hoch,4
Pilzpiraten,2025-07-18,mittel,1,Kinder,6+,sehr hoch,3
Oath,2024-03-26,mittel,5,Strategie,16+,gering,3
Everdell,2025-05-10,kurz,3,Strategie,12+,mittel,4
Die Ernte von Umbra,2023-06-11,lang,4,Strategie,16+,mittel,2
Wurzelwerk,2025-04-17,lang,4,Strategie,12+,hoch,3
Pixhagen: Das Spiel,2024-07-21,lang,4,Strategie,12+,hoch,3
Insel der Irrlichter,2025-06-30,mittel,3,Kooperativ,12+,sehr hoch,4
Dune: Imperium,2023-05-03,lang,5,Strategie,16+,kein Glück,4
Pixhagen: Das Spiel,2025-07-14,lang,1,Strategie,16+,gering,3
Kingdomino,2022-05-26,lang,2,Familie,10+,kein Glück,5
Patchwork,2025-07-08,lang,2,Familie,6+,kein Glück,4
Wächter von Windhain,2024-03-27,lang,1,Strategie,16+,kein Glück,3
Die Drachen von Morag,2024-12-15,lang,4,Kooperativ,16+,sehr hoch,2
Spirit Island,2024-03-20,mittel,5,Kooperativ,16+,gering,4
Planet Unknown,2024-02-09,lang,5,Strategie,16+,kein Glück,5
Wurzelwerk,2025-04-10,kurz,5,Strategie,12+,sehr hoch,4
Die vierte Fabel,2022-04-29,mittel,2,Kooperativ,6+,kein Glück,2
Viticulture,2025-04-27,lang,2,Strategie,12+,sehr hoch,5
Die Rückkehr der Kartoffelkönigin,2024-09-20,l,1,Familie,10+,mittel,4
Mysterium,2023-06-08,mittel,1,Kooperativ,16+,mittel,5
Wingspan Asia,2025-02-23,kurz,1,Familie,6+,kein Glück,4
Cartographers,2023-06-01,kurz,1,Strategie,16+,hoch,2
Wingspan Asia,2024-01-30,kurz,2,Familie,6+,mittel,4
Dune: Imperium,2024-12-14,m,3,Strategie,12+,kein Glück,4
Ziegenroulette,2024-01-31,mittel,2,Kinder,6+,hoch,2
Wächter von Windhain,2025-07-13,kurz,4,Strategie,16+,sehr hoch,4
Stadt der flüsternden Uhren,2021-11-20,mittel,4,Strategie,12+,gering,3
Patchwork,2025-04-21,lang,1,Familie,10+,hoch,5
Isle of Skye,2024-09-07,kurz,3,Strategie,16+,sehr hoch,4
T.I.M.E Stories,2022-01-13,lang,3,Kooperativ,6+,sehr hoch,2
Geisterpost,2024-12-20,l,1,Familie,6+,sehr hoch,3
Tanz der Tomaten,2024-01-18,lang,2,Kinder,6+,kein Glück,1
MicroMacro: Crime City,2025-06-01,kurz,3,Kooperativ,16+,hoch,5
Tapestry,2024-04-17,kurz,5,Strategie,16+,gering,4
T.I.M.E Stories,2023-05-08,mittel,3,Kooperativ,12+,kein Glück,2
Res Arcana,2022-10-14,mittel,3,Strategie,16+,kein Glück,2
Calico,2024-08-24,lang,3,Familie,6+,kein Glück,2
Broom Service,2022-12-20,mittel,2,Familie,10+,gering,2
Arche Nova,2022-06-16,kurz,5,Strategie,16+,hoch,4
Ziegenroulette,2024-12-28,mittel,2,Kinder,6+,kein Glück,4
Unlock!,2023-12-31,kurz,5,Kooperativ,6+,hoch,3
The Mind,2024-05-24,lang,1,Party,12+,hoch,5
Trommelwirbel,2024-10-18,mittel,3,Party,6+,gering,4
Insel der Irrlichter,2023-07-24,kurz,4,Kooperativ,12+,hoch,5
Everdell,2025-04-15,kurz,4,Strategie,12+,mittel,2
Living Forest,2024-02-28,mittel,2,Strategie,12+,hoch,1
Terraforming Mars,2024-04-15,mittel,1,Strategie,16+,gering,3
Zug um Zug,2024-12-23,mittel,3,Familie,6+,mittel,1
Burgenschlacht 3000,2022-11-07,mittel,2,Strategie,12+,mittel,2
Viticulture,2024-10-23,mittel,1,Strategie,16+,sehr hoch,5
Arche Nova,2025-05-01,lang,3,Strategie,16+,kein Glück,2
Wimmelwald,2024-05-24,mittel,1,Familie,10+,sehr hoch,3
Patchwork,2025-02-14,kurz,3,Familie,6+,mittel,5
Ziegenroulette,2024-09-14,mittel,2,Kinder,6+,sehr hoch,3
Unlock!,2025-07-23,mittel,3,Kooperativ,12+,mittel,4
Tiny Towns,2025-04-03,kurz,3,Familie,10+,hoch,2
Everdell,2024-12-09,mittel,5,Strategie,16+,kein Glück,4
Spirit Island,2023-08-12,kurz,3,Kooperativ,12+,mittel,3
Great Western Trail,2025-05-09,kurz,3,Strategie,16+,sehr hoch,4
MicroMacro: Crime City,2025-01-09,kurz,5,Kooperativ,12+,hoch,2
Dimension Delta,2023-03-24,kurz,5,Kooperativ,12+,sehr hoch,4
Railroad Ink,2023-11-08,mittel,1,Familie,10+,gering,3
Wonders Duel,2024-04-27,lang,3,Strategie,16+,hoch,2
Isle of Skye,2023-08-23,lang,4,Strategie,16+,mittel,4
Obsession,2024-12-01,mittel,1,Strategie,16+,gering,5
Die Ernte von Umbra,2025-04-03,lang,3,Strategie,16+,kein Glück,4
Living Forest,2022-07-17,lang,1,Strategie,12+,gering,2
Wächter von Windhain,2025-07-17,lang,2,Strategie,16+,hoch,2
Die Farben von Fjorin,2024-11-30,mittel,3,Strategie,16+,gering,3
Isle of Skye,2023-08-05,lang,3,Strategie,12+,sehr hoch,3
Viticulture,2024-05-18,kurz,4,Strategie,16+,mittel,4
Tapestry,2022-09-29,lang,1,Strategie,12+,hoch,2
Pixhagen: Das Spiel,2023-06-09,lang,2,Strategie,16+,hoch,3
Stadt der flüsternden Uhren,2023-05-28,lang,4,Strategie,12+,gering,3
Nemesis: Lockdown,2024-08-15,kurz,5,Kooperativ,16+,hoch,4
Stadt der flüsternden Uhren,2024-03-09,mittel,1,Strategie,16+,sehr hoch,3
Hadara,2024-11-05,lang,5,Strategie,12+,gering,5
Nemesis: Lockdown,2025-02-05,kurz,1,Kooperativ,6+,mittel,3
Oath,2024-11-18,mittel,2,Strategie,12+,sehr hoch,2
Terraforming Mars,2024-02-04,mittel,4,Strategie,12+,mittel,4
Obsthain,2023-08-15,kurz,2,Kinder,6+,hoch,2
Insel der Irrlichter,2024-02-26,lang,5,Kooperativ,6+,mittel,1
Dominion,2024-12-22,kurz,1,Strategie,16+,sehr hoch,1
Kemet,2023-09-07,mittel,2,Strategie,12+,mittel,3
Lichtfänger,2023-01-16,mittel,1,Kooperativ,12+,gering,5
Wimmelwald,2024-12-24,mittel,1,Familie,6+,mittel,2
Heat: Pedal to the Metal,2025-01-21,mittel,1,Familie,10+,hoch,3
Meister der Matten,2024-09-22,kurz,4,Strategie,12+,gering,3
Res Arcana,2025-07-09,lang,1,Strategie,12+,kein Glück,2
Ziegenroulette,2023-04-06,kurz,1,Kinder,6+,kein Glück,3
Die Rückkehr der Kartoffelkönigin,2025-04-09,l,2,Familie,6+,mittel,5
Tunnelritter,2022-02-14,mittel,5,Strategie,16+,mittel,3
Planet Unknown,2025-05-01,kurz,4,Strategie,16+,kein Glück,4
Flauschkrieg,2025-07-26,kurz,1,Party,12+,mittel,3
Heat: Pedal to the Metal,2023-06-01,kurz,3,Familie,6+,hoch,2
Tanz der Tomaten,2024-07-23,mittel,2,Kinder,6+,gering,4
T.I.M.E Stories,2023-11-30,kurz,4,Kooperativ,12+,hoch,5
Puerto Rico,2024-03-16,lang,2,Strategie,16+,sehr hoch,2
Wächter von Windhain,2025-03-26,lang,5,Strategie,12+,hoch,3
König Knatterbart,2023-06-04,kurz,2,Kinder,6+,sehr hoch,2
Isle of Skye,2025-06-22,kurz,1,Strategie,12+,gering,2
Trommelwirbel,2025-01-24,lang,2,Party,10+,sehr hoch,5
Love Letter,2024-07-11,kurz,4,Party,10+,sehr hoch,3
Wingspan Asia,2024-03-13,mittel,3,Familie,10+,hoch,4
Wolkenschieber,2025-07-21,kurz,1,Familie,6+,mittel,4
Kaktuskarneval,2022-09-25,lang,4,Party,6+,mittel,2
Wurzelwerk,2024-12-21,mittel,4,Strategie,16+,mittel,3
Alhambra,2024-03-31,kurz,2,Familie,10+,mittel,3
Turbokekse,2024-10-24,lang,1,Kinder,6+,sehr hoch,3
Spirit Island,2024-09-30,lang,4,Kooperativ,10+,sehr hoch,2
Wächter von Windhain,2025-04-29,kurz,5,Strategie,12+,gering,5
Res Arcana,2024-04-26,kurz,3,Strategie,16+,mittel,5
Ticket to Ride: Europe,2025-04-03,l,3,Familie,10+,hoch,3
Heat: Pedal to the Metal,2020-12-12,kurz,2,Familie,10+,sehr hoch,2
Wurzelwerk,2024-11-14,lang,5,Strategie,16+,gering,3
Honigkrieg,2021-11-18,mittel,2,Familie,10+,hoch,3
Kartonopolis,2023-12-07,mittel,1,Strategie,12+,mittel,2
Turbokekse,2024-08-10,lang,1,Kinder,6+,sehr hoch,3
Wächter von Windhain,2024-11-15,k,2,Strategie,12+,gering,3
Carcassonne,2024-03-19,kurz,2,Familie,10+,mittel,4
Hadara,2023-12-06,lang,1,Strategie,12+,mittel,4
The Mind,2025-06-17,k,3,Party,6+,kein Glück,2
Cartographers,2023-05-26,lang,3,Strategie,16+,gering,5
Pandemic,2021-09-07,kurz,3,Kooperativ,6+,hoch,2
Planet Würfelstein,2024-02-12,kurz,3,Strategie,16+,hoch,1
Cascadia,2025-01-15,lang,2,Familie,6+,kein Glück,5
Everdell,2024-10-28,lang,5,Strategie,16+,mittel,4
Wurzelwerk,2024-12-12,mittel,3,Strategie,12+,sehr hoch,3
Die Farben von Fjorin,2022-12-10,mittel,5,Strategie,16+,hoch,2
Kemet,2025-07-03,mittel,3,Strategie,12+,gering,5
Trommelwirbel,2024-03-24,kurz,4,Party,10+,mittel,2
Hinter dem Wasserfall,2025-02-14,lang,5,Kooperativ,16+,sehr hoch,2
Kemet,2023-12-04,lang,2,Strategie,16+,hoch,2
Ticket to Ride: Europe,2025-06-17,mittel,1,Familie,6+,mittel,4
Karak,2022-02-08,lang,1,Kinder,6+,mittel,5
Geisterpost,2025-07-26,kurz,2,Familie,6+,sehr hoch,5
Pixhagen: Das Spiel,2025-04-03,mittel,3,Strategie,12+,gering,4
Die Farben von Fjorin,2023-06-13,kurz,4,Strategie,16+,mittel,3
Obsthain,2022-10-04,lang,1,Kinder,6+,gering,2
Die Farben von Fjorin,2024-05-27,kurz,3,Strategie,12+,sehr hoch,3
König Knatterbart,2023-08-10,mittel,2,Kinder,6+,sehr hoch,5
Dixit,2023-03-03,m,2,Familie,6+,kein Glück,5
Great Western Trail,2024-02-11,kurz,2,Strategie,12+,mittel,5
Ritter der Regenzeit,2024-05-31,lang,2,Familie,10+,hoch,4
Keksdiplomatie,2023-12-28,lang,4,Party,12+,hoch,1
Lichtfänger,2025-01-30,mittel,3,Kooperativ,6+,kein Glück,2
Kaktuskarneval,2023-12-17,kurz,4,Party,16+,mittel,5
Broom Service,2025-05-10,kurz,1,Familie,10+,mittel,4
MicroMacro: Crime City,2024-08-16,lang,3,Kooperativ,16+,hoch,2
Everdell,2024-05-27,kurz,5,Strategie,12+,sehr hoch,4
Wächter von Windhain,2025-06-06,mittel,4,Strategie,12+,mittel,2
Pixhagen: Das Spiel,2025-03-26,kurz,5,Strategie,16+,kein Glück,4
Quacksalber von Quedlinburg,2025-05-07,mittel,3,Strategie,12+,gering,1
Wingspan Asia,2024-01-17,mittel,2,Familie,10+,hoch,5
Die Ernte von Umbra,2023-04-06,mittel,4,Strategie,16+,sehr hoch,5
Mysterium,2025-02-16,kurz,1,Kooperativ,12+,hoch,3
Broom Service,2024-10-13,kurz,2,Familie,10+,mittel,3
Pixhagen: Das Spiel,2023-11-08,lang,5,Strategie,16+,sehr hoch,4
Wurzelwerk,2025-01-07,mittel,1,Strategie,12+,hoch,5
Pixhagen: Das Spiel,2025-06-30,m,2,Strategie,16+,kein Glück,3
Tintenfuchs,2023-07-01,mittel,2,Kinder,6+,mittel,3
Hanabi,2025-05-08,lang,1,Kooperativ,12+,kein Glück,3
Res Arcana,2023-02-11,mittel,4,Strategie,12+,hoch,4
Alhambra,2025-07-16,kurz,1,Familie,10+,hoch,5
Stadt der flüsternden Uhren,2022-07-09,m,3,Strategie,12+,hoch,5
Wolkenschieber,2025-07-27,kurz,2,Familie,6+,sehr hoch,2
Dune: Imperium,2024-05-13,lang,3,Strategie,16+,gering,4
Wimmelwald,2023-10-16,kurz,3,Familie,6+,sehr hoch,4
Die Farben von Fjorin,2023-01-14,lang,5,Strategie,16+,sehr hoch,5
Wingspan Asia,2023-08-25,kurz,3,Familie,10+,sehr hoch,3
Die Drachen von Morag,2025-05-22,kurz,5,Kooperativ,12+,hoch,4
Pixhagen: Das Spiel,2025-06-10,m,5,Strategie,16+,gering,5
Pilzpiraten,2024-11-03,mittel,1,Kinder,6+,gering,2
Lichtfänger,2024-10-30,kurz,1,Kooperativ,12+,mittel,3
Monsterbüro,2023-12-31,mittel,4,Party,12+,kein Glück,3
Stadt der flüsternden Uhren,2024-04-18,kurz,5,Strategie,12+,kein Glück,2
Azul,2024-08-17,lang,1,Familie,6+,gering,3
Quacksalber von Quedlinburg,2025-01-21,lang,5,Strategie,16+,mittel,4
Everdell,2023-06-02,kurz,5,Strategie,16+,kein Glück,5
Agricola,2023-12-19,kurz,5,Strategie,16+,gering,2
Clank!,2023-03-30,mittel,3,Strategie,16+,sehr hoch,2
Gezeitenkinder,2022-11-20,kurz,3,Kooperativ,12+,hoch,3
Lichtfänger,2023-06-02,lang,3,Kooperativ,10+,kein Glück,2
The Castles of Burgundy,2024-02-16,kurz,3,Strategie,16+,gering,2
Zauberkessel & Zimt,2024-05-26,lang,1,Familie,6+,kein Glück,4
Lost Ruins of Arnak,2024-02-12,lang,5,Strategie,12+,mittel,2
Burgenschlacht 3000,2022-12-14,lang,3,Strategie,12+,hoch,4
T.I.M.E Stories,2023-08-31,mittel,4,Kooperativ,10+,hoch,5
Res Arcana,2024-07-01,mittel,4,Strategie,16+,hoch,2
The Mind,2024-09-12,kurz,1,Party,12+,hoch,3
Pilzpiraten,2025-03-23,lang,1,Kinder,6+,hoch,4
Pixhagen: Das Spiel,2024-11-20,lang,4,Strategie,12+,mittel,4
Tapestry,2025-05-14,lang,2,Strategie,12+,hoch,3
Pizzadiplomaten,2023-07-22,lang,2,Party,10+,mittel,3
Dominion,2025-02-12,lang,1,Strategie,12+,kein Glück,5
Planet Würfelstein,2024-10-07,mittel,4,Strategie,12+,kein Glück,5
Insel der Irrlichter,2025-04-08,mittel,1,Kooperativ,12+,kein Glück,4
Obsthain,2024-12-18,lang,2,Kinder,6+,hoch,2
Quacksalber von Quedlinburg,2025-02-27,kurz,2,Strategie,16+,kein Glück,2
Parks,2023-01-07,mittel,1,Familie,10+,sehr hoch,3
Turbokekse,2025-07-28,kurz,1,Kinder,6+,kein Glück,4
Burgenschlacht 3000,2021-04-07,lang,1,Strategie,12+,kein Glück,4
Pixhagen: Das Spiel,2025-07-01,lang,1,Strategie,12+,mittel,4
Chronicles of Crime,2024-08-15,mittel,4,Kooperativ,6+,kein Glück,3
Stadt der flüsternden Uhren,2025-06-17,mittel,3,Strategie,16+,mittel,3
Puerto Rico,2024-01-29,mittel,3,Strategie,12+,kein Glück,4
Quacksalber von Quedlinburg,2024-07-18,lang,2,Strategie,16+,sehr hoch,4
Wolkenschieber,2024-09-04,lang,1,Familie,6+,hoch,2
Pizzadiplomaten,2025-01-30,mittel,1,Party,12+,gering,4
The Mind,2024-05-30,lang,3,Party,12+,hoch,3
Burgenschlacht 3000,2024-01-02,kurz,4,Strategie,12+,mittel,3
Die Drachen von Morag,2024-10-20,mittel,5,Kooperativ,12+,kein Glück,5
Gezeitenkinder,2022-07-03,lang,2,Kooperativ,16+,kein Glück,2
Dune: Imperium,2023-12-22,kurz,3,Strategie,12+,sehr hoch,4
Cartographers,2025-01-25,kurz,2,Strategie,12+,sehr hoch,3
Turbokekse,2024-05-24,mittel,1,Kinder,6+,mittel,4
7 Wonders,2024-09-17,mittel,5,Strategie,12+,gering,2
Die vierte Fabel,2025-02-22,lang,4,Kooperativ,6+,hoch,3
Quacksalber von Quedlinburg,2024-11-14,mittel,3,Strategie,12+,kein Glück,2
Burgenschlacht 3000,2023-10-13,mittel,4,Strategie,16+,mittel,4
Hanabi,2024-03-09,lang,4,Kooperativ,10+,gering,3
Draftosaurus,2025-04-13,lang,2,Familie,10+,hoch,3
Alhambra,2025-07-10,lang,2,Familie,6+,hoch,4
Flügelschlag,2024-07-22,kurz,2,Familie,10+,gering,3
Cartographers,2022-03-29,mittel,2,Strategie,16+,kein Glück,3
Planet Unknown,2024-02-16,lang,4,Strategie,12+,gering,4
Wolkenschieber,2024-09-21,mittel,1,Familie,10+,sehr hoch,4
Mysterium,2022-03-28,mittel,3,Kooperativ,12+,sehr hoch,3
Unlock!,2024-08-11,lang,1,Kooperativ,6+,gering,4
Pixhagen: Das Spiel,2024-12-12,lang,5,Strategie,16+,gering,3
Honigkrieg,2025-05-08,lang,3,Familie,10+,kein Glück,1
Pandemic,2023-06-25,lang,4,Kooperativ,16+,sehr hoch,3
Railroad Ink,2025-06-21,kurz,3,Familie,6+,gering,3
Pixhagen: Das Spiel,2024-07-09,mittel,1,Strategie,16+,gering,3
Ziegenroulette,2023-08-21,mittel,2,Kinder,6+,kein Glück,1
Broom Service,2024-05-10,kurz,2,Familie,6+,sehr hoch,5
Gezeitenkinder,2025-02-18,kurz,1,Kooperativ,6+,mittel,2
Cascadia,2024-05-23,mittel,3,Familie,6+,sehr hoch,3
Dominion,2024-03-01,mittel,2,Strategie,12+,gering,4
Unlock!,2025-03-10,lang,4,Kooperativ,6+,sehr hoch,4
Tunnelritter,2025-07-27,lang,2,Strategie,12+,sehr hoch,3
Agricola,2025-07-15,mittel,2,Strategie,16+,hoch,4
Just One,2024-10-10,lang,2,Party,10+,kein Glück,4
Cartographers,2024-11-05,lang,1,Strategie,16+,mittel,4
Lichtfänger,2025-01-10,kurz,5,Kooperativ,12+,gering,5
Wächter von Windhain,2024-09-24,mittel,5,Strategie,12+,gering,2
Klapperknochen-Kapitäne,2023-11-30,mittel,2,Kinder,6+,sehr hoch,4
Obsession,2025-05-30,lang,5,Strategie,16+,mittel,3
Terraforming Mars,2024-05-09,mittel,4,Strategie,12+,kein Glück,3
Flügelschlag,2024-07-07,mittel,3,Familie,6+,kein Glück,3
Unlock!,2025-06-19,kurz,5,Kooperativ,6+,mittel,2
Pixhagen: Das Spiel,2024-10-02,mittel,1,Strategie,12+,sehr hoch,3
Railroad Ink,2025-06-24,mittel,2,Familie,10+,kein Glück,3
Broom Service,2025-04-20,kurz,1,Familie,6+,mittel,1
Ziegenroulette,2024-09-15,mittel,2,Kinder,6+,mittel,4
Ticket to Ride: Europe,2024-11-29,kurz,1,Familie,10+,sehr hoch,3
Wurzelwerk,2025-07-01,mittel,1,Strategie,12+,sehr hoch,4
Great Western Trail,2025-04-17,kurz,1,Strategie,12+,gering,2
Alhambra,2022-07-12,mittel,3,Familie,6+,gering,3
Terraforming Mars,2023-10-12,lang,1,Strategie,16+,sehr hoch,3
Codenames,2022-10-08,mittel,1,Party,10+,mittel,3
Dimension Delta,2023-05-30,kurz,2,Kooperativ,10+,gering,5
Keksdiplomatie,2024-08-07,lang,3,Party,16+,kein Glück,2
Quacksalber von Quedlinburg,2022-05-05,m,3,Strategie,12+,kein Glück,3
Funkenschwinge,2025-06-05,kurz,3,Strategie,12+,gering,4
Hinter dem Wasserfall,2024-11-25,mittel,4,Kooperativ,12+,gering,4
Nebelschach,2023-07-07,kurz,3,Strategie,12+,sehr hoch,4
Mindbug,2025-06-08,kurz,5,Strategie,16+,gering,4
Tanz der Tomaten,2023-01-01,lang,2,Kinder,6+,mittel,1
Res Arcana,2024-05-02,l,4,Strategie,16+,kein Glück,5
Ticket to Ride: Europe,2024-09-28,kurz,3,Familie,10+,hoch,5
The Mind,2024-10-11,lang,2,Party,16+,kein Glück,3
Keksdiplomatie,2025-07-16,lang,1,Party,12+,sehr hoch,4
Pilzpiraten,2023-05-07,kurz,1,Kinder,6+,mittel,4
Die vierte Fabel,2023-07-10,mittel,2,Kooperativ,6+,mittel,4
Karak,2024-08-05,lang,1,Kinder,6+,kein Glück,5
Calico,2024-12-05,kurz,3,Familie,6+,gering,3
König Knatterbart,2024-01-05,lang,1,Kinder,6+,mittel,1
Burgenschlacht 3000,2023-12-19,kurz,4,Strategie,12+,hoch,3
The Mind,2023-07-05,mittel,2,Party,16+,sehr hoch,3
Geisterpost,2025-03-09,mittel,3,Familie,10+,sehr hoch,2
Pixhagen: Das Spiel,2024-12-12,kurz,3,Strategie,16+,kein Glück,3
Ritter der Regenzeit,2024-02-01,kurz,3,Familie,10+,kein Glück,3
Vampirvillen & Vanilleeis,2023-10-21,lang,1,Party,6+,sehr hoch,3
Love Letter,2023-05-10,kurz,3,Party,16+,hoch,3
Calico,2022-11-02,l,2,Familie,6+,kein Glück,1
Streit um den Schokoladenthron,2025-07-12,lang,4,Party,6+,gering,3
Planet Unknown,2025-03-05,lang,2,Strategie,16+,hoch,2
Tollhaus Taktik,2022-11-02,kurz,3,Party,16+,hoch,2
The Castles of Burgundy,2024-02-16,kurz,1,Strategie,12+,sehr hoch,4
Patchwork,2024-11-22,kurz,1,Familie,6+,sehr hoch,4
Railroad Ink,2025-07-10,lang,2,Familie,6+,hoch,4
Die Farben von Fjorin,2025-03-20,kurz,2,Strategie,12+,mittel,4
Cascadia,2024-08-19,kurz,3,Familie,6+,gering,3
Die Crew,2024-08-23,kurz,4,Kooperativ,12+,sehr hoch,2
Pixhagen: Das Spiel,2025-04-04,mittel,1,Strategie,16+,sehr hoch,4
Hinter dem Wasserfall,2025-07-28,mittel,4,Kooperativ,16+,mittel,3
Planet Unknown,2023-12-22,mittel,3,Strategie,12+,gering,2
Tollhaus Taktik,2021-01-19,lang,1,Party,16+,mittel,3
Burgenschlacht 3000,2021-04-23,kurz,2,Strategie,16+,gering,5
Wimmelwald,2022-12-07,mittel,1,Familie,6+,gering,3
Hinter dem Wasserfall,2023-06-23,lang,5,Kooperativ,6+,gering,3
Pilzpiraten,2023-09-15,lang,1,Kinder,6+,sehr hoch,3
Magnetmönche,2024-11-22,mittel,3,Kooperativ,6+,mittel,4
Sleeping Gods,2024-02-29,mittel,2,Kooperativ,16+,mittel,3
Robohof,2025-05-04,kurz,1,Familie,6+,sehr hoch,5
Pixhagen: Das Spiel,2023-12-14,mittel,4,Strategie,16+,sehr hoch,5
Wimmelwald,2024-12-31,kurz,1,Familie,10+,kein Glück,4
Lost Ruins of Arnak,2024-12-24,mittel,4,Strategie,12+,kein Glück,3
Love Letter,2021-08-18,lang,3,Party,6+,hoch,5
Die vierte Fabel,2023-12-09,kurz,3,Kooperativ,6+,mittel,3
Catan,2024-06-09,mittel,1,Strategie,16+,gering,5
Spirit Island,2024-05-01,mittel,2,Kooperativ,12+,mittel,2
Root,2023-08-23,kurz,3,Strategie,16+,mittel,5
Zug um Zug,2023-02-09,mittel,2,Familie,6+,gering,4
Lichtfänger,2025-02-04,mittel,1,Kooperativ,6+,sehr hoch,4
Mysterium,2022-07-31,kurz,5,Kooperativ,10+,sehr hoch,1
Pizzadiplomaten,2025-05-30,k,3,Party,16+,kein Glück,3
Lost Ruins of Arnak,2024-07-04,lang,1,Strategie,16+,kein Glück,4
Patchwork,2022-11-02,kurz,2,Familie,6+,sehr hoch,3
Calico,2024-03-26,mittel,2,Familie,6+,hoch,4
Res Arcana,2024-06-26,k,5,Strategie,16+,gering,3
Pizzadiplomaten,2025-07-23,mittel,2,Party,12+,kein Glück,5
Nebelschach,2022-10-15,kurz,4,Strategie,12+,gering,2
Wurzelwerk,2024-07-26,kurz,1,Strategie,12+,kein Glück,4
Tanz der Tomaten,2022-05-16,kurz,2,Kinder,6+,mittel,3
Streit um den Schokoladenthron,2023-10-27,mittel,2,Party,10+,sehr hoch,3
Pilzpiraten,2025-04-02,kurz,1,Kinder,6+,mittel,1
Draftosaurus,2023-11-17,mittel,3,Familie,6+,hoch,4
Die Farben von Fjorin,2024-12-01,lang,5,Strategie,12+,kein Glück,4
